Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	rate_neo	root_freqs[1]	root_freqs[2]	tree_length
0	-1522.193	-1872.219	350.0254	1.666437	6.866296	5.61515	0.960207	0.0397932	0.787146
6	-1530.031	-1879.899	349.8682	1.72922	7.809068	5.61515	0.960207	0.0397932	0.6129457
12	-1536.839	-1884.777	347.9385	1.70541	6.035148	24.02	0.947443	0.0525566	0.5854537
18	-1537.725	-1885.852	348.1273	1.414723	6.035148	24.02	0.956193	0.0438074	0.7796076
24	-1528.078	-1876.202	348.1234	1.337461	5.858786	24.02	0.97072	0.0292798	0.9295342
30	-1533.035	-1881.089	348.0542	1.436036	5.858786	24.02	0.957909	0.0420906	0.8971409
36	-1531.343	-1881.498	350.1555	1.438091	7.464851	5.599692	0.966759	0.0332406	0.7551676
42	-1524.345	-1874.44	350.0949	1.581075	5.673451	6.715644	0.96384	0.0361601	0.8315615
48	-1523.372	-1873.206	349.8344	1.391067	5.385952	9.017983	0.953398	0.0466017	0.9231742
54	-1529.439	-1879.575	350.1362	1.323412	5.385952	7.185544	0.949051	0.0509493	1.037084
60	-1539.257	-1889.35	350.0931	1.515257	5.385952	7.185544	0.970882	0.0291183	0.8813735
66	-1545.033	-1894.111	349.0775	1.696454	5.973169	12.2601	0.972105	0.0278948	0.672197
72	-1546.172	-1894.084	347.9122	1.566953	6.904404	23.07584	0.972645	0.0273549	0.6797332
78	-1536.191	-1886.077	349.8864	1.861966	5.517169	7.282783	0.952158	0.0478425	0.527867
84	-1538.304	-1888.085	349.7814	1.926374	5.674595	7.282783	0.946291	0.0537092	0.5307261
90	-1534.364	-1883.395	349.0307	1.597705	5.674595	13.82722	0.970195	0.0298051	0.7118523
96	-1522.581	-1869.724	347.1436	1.476095	5.433012	42.24159	0.966115	0.0338849	0.8070568
102	-1513.978	-1858.958	344.9801	1.360812	7.462958	99.50096	0.959789	0.0402109	0.8854558
108	-1515.652	-1863.011	347.3585	1.486597	5.050006	40.42306	0.96959	0.0304096	0.755387
114	-1513.236	-1864.613	351.3762	1.674321	6.524648	2.239533	0.955315	0.044685	0.669775
120	-1531.916	-1883.169	351.2526	1.664287	6.524648	2.239533	0.961662	0.0383376	0.8637843
126	-1519.148	-1870.403	351.255	1.760716	6.511503	2.239533	0.967472	0.032528	0.7354197
132	-1527.98	-1879.727	351.7475	1.736977	7.564657	0.9998351	0.968389	0.0316107	0.9737304
138	-1529.323	-1881.435	352.1119	1.91229	5.213688	1.003323	0.943543	0.0564567	0.9737304
144	-1528.897	-1877.14	348.2433	1.516412	5.332513	22.80467	0.942512	0.0574877	0.8479218
150	-1540.663	-1892.641	351.9781	1.925077	5.845581	1.003323	0.95709	0.0429098	0.9292212
156	-1540.064	-1891.673	351.609	2.11081	7.499184	1.003323	0.953755	0.0462449	0.6851642
162	-1541.365	-1892.466	351.1009	1.874285	7.534146	1.941756	0.959967	0.0400325	0.7235378
168	-1547.793	-1899.103	351.3093	1.791161	6.928384	1.941756	0.956406	0.0435937	0.7235378
174	-1539.542	-1883.694	344.152	1.50883	6.719121	154.8156	0.968428	0.0315724	0.6954589
180	-1531.358	-1881.07	349.7116	1.558775	6.413812	8.420099	0.959498	0.0405016	0.6591624
186	-1532.379	-1881.41	349.0316	1.759929	6.884404	10.9359	0.972509	0.0274909	0.5628588
192	-1523.733	-1872.13	348.3966	1.792267	5.63143	18.64616	0.966253	0.0337473	0.5895822
